id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,volume,newlangname,newlangnamelink,delete,subclass,review_flag,review_note,sjd,tk
inu.30000109945356,2005,A concise dictionary of the Nuuchahnulth language of Vancouver Island / compiled and edited by John Stonham.,NA,"Edwin Mellen Press, c2005.",Island,isla1273,Nuuchahnulth,nuuc1236,NA,NA,Nuu-chah-nulth,https://glottolog.org/resource/languoid/id/nuuc1236,NA,x-english (and english-x),NA,NA,NA,1
uc1.32106001621058,1956,A concise dictionary of the Persian language.,NA,Routledge and Paul 1956.,NA,NA,Persian,west2369,uc1.32106001621058,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uc1.$b341502,1946,A concise English-Chinese dictionary : with Romanized standard pronunciation / Shau Wing Chan.,NA,"Stanford University Press, c1946.",Romani,roma1329,Chinese,mand1415,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
pst.000049874242,1956,"A concise English-Irish dictionary for the use of schools, compiled and edited by the Rev. Patrick S. Dinneen ...",NA,"M.H. Gill & Son, 1956.",Irish,iris1253,Irish,iris1253,pst.000049874242,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015008020227,1969,A concise English-Javnese dictionary.,NA,1969,NA,NA,Javanese,java1254,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015066376933,1923,"A concise English-Kafir dictionary,",NA,"Longmans, Green and co., 1923.",Kafir,kafi1242,Kafir,xhos1239,NA,NA,Xhosa,https://glottolog.org/resource/reference/id/146246,NA,english-x,NA,check the ref,1,1
mdp.39015023593133,1988,A concise English-Nepali dictionary : with transliteration and Devanagari / by Kamal R. Adhikary.,NA,"Kamal R. Adhikary, 1988.",Nepali,nepa1254,Nepali,nepa1254,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uva.x000763156,1958,A concise English-Swahili dictionary = Kamusi ya Kiingereza-Kiswahili / by R. A. Snoxall.,NA,"Oxford University Press, 1958, 1978 printing.",Swahili (G.40):Swahili,swah1254:swah1253,Swahili,swah1253,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015054075695,1915,"A concise Kaffir-English dictionary, by J. McLaren...",NA,"Longmans, Green & co., 1915.",Lare,lare1248,Kaffir,xhos1239,NA,NA,Xhosa,https://glottolog.org/resource/reference/id/135127,NA,x-english (and english-x),NA,check the ref,1,1
mdp.39015052977744,1990,A concise Nuxalk-English dictionary / H.F. Nater.,NA,"Canadian Museum of Civilization, 1990.",Nuxalk,nuxa1234,Nuxalk,bell1243,NA,NA,Bella Coola,https://en.wikipedia.org/wiki/Nuxalk,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015062084291,1986,A concise Sanskrit-English dictionary : containing an appendix on Sanskrit prosody and another on the names of noted mythological persons and a map of ancient India / by Vidyadhar Vaman Apte.,NA,"Gian Pub. House, 1986.",Sanskrit,sans1269,Sanskrit,sans1269,mdp.39015062084291,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015037836510,1996,A Concise Ulster dictionary / edited by Dr. C. I. Macafee.,NA,"Oxford University Press, c1996.",Ulster,ulst1239,Ulster,ulst1239,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
osu.32435000935189,1955,A concise Xhosa-English dictionary.,NA,"Longmans, Green, [1955]",Xhosa,xhos1239,Xhosa,xhos1239,osu.32435000935189,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x002122687,1924,"A condensed dictionary, English-Turkish,",NA,1924,Turkish,nucl1301,Turkish,nucl1301,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
coo1.ark:/13960/t6j10mr5g,1920,A contribution to an Essex dialect dictionary. Supplement.,v.1-3,"Benham, 1920-22]",Essex,esse1265,Essex,esse1265,coo1.ark:/13960/t6j10mr5g,NA,NA,NA,NA,dialect of English,NA,NA,NA,1
coo.31924097311827,1898,A copious and critical English-Latin dictionary / by William Smith and Theophilus D. Hall.,NA,"J. Murray, 1898.",Latin,lati1261,Latin,lati1261,coo.31924097311827,NA,NA,NA,NA,english-x,NA,NA,1,NA
hvd.hwsfxq,1865,"A copious and critical English - Latin lexicon, founded on the German-Latin dictionary of Dr. C.E. Georges. By J.E. Riddle and T.K. Arnold.",NA,"Longmans, Green, and co., etc., 1865.",German,stan1295,Latin,lati1261,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
nnc1.cr59982020,1868,A copious and critical English-Latin lexicon : founded on the German-Latin dictionary of Dr. Charles Ernest Georges / By the Rev. Joseph Esmond Riddle and the Rev. Thomas Kerchever Arnold.,NA,"Longmans, Green, Reader, and Dyer, 1868.",German,stan1295,Latin,lati1261,nnc1.cr59982020,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.31210000682490,1882,"A copious and critical Latin-English dictionary : abridged and re-arranged from Riddle's Latin-English lexicon ; with a brief comparison and illustration of the most important Latin synonyms ; also, English-Latin dictionary adapted from the English-Latin dictionary of Dr. Kaltschmidt / by P. Bullions.",NA,"Sheldon, 1882,c1862.",Latin,lati1261,Latin,lati1261,uc1.31210000682490,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uc2.ark:/13960/t4wh2qr5v,1851,A copious and critical Latin-English lexicon : founded on the German-Latin dictionaries / of Dr. William Freund by the Rev. Joseph Esmond Riddle.,NA,"Longman, Brown, Green, and Longmans : J. Murray, 1851.",German,stan1295,Latin,lati1261,uc2.ark:/13960/t4wh2qr5v,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
pst.000049833157,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.1,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062686938,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.1,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000011626473,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.13,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062686945,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.2,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062686952,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.3,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062686969,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.4,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062686976,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.5,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062686983,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.6,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062686990,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.7,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062687003,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.8,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000062687010,9999,"A critical Pāli dictionary / begun by V. Trenckner ; rev., continued and ed. by Dines Andersen, Helmer Smith and Hans Hendriksen.",v.2 fasc.9,"Commissioner: Munksgaard, 1924-",Ande,moro1286,Pali,pali1273,pst.000049833157,pst.000049833157,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x000082550,1978,A Current Chinese-English dictionary = Xian dai Han Ying ci dian.,NA,"Cosmos Books, 1978.",Cur,curr1242,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x000041976,1968,A cyclopædic dictionary of the Mang'anja language spoken in British Central Africa / by the Rev. David Clement Scott.,NA,"Gregg International, 1968.",Central,cent2017,Mang'anja,nyan1308,uva.x000041976,NA,Nyanja,https://glottolog.org/resource/reference/id/124140,NA,x-english (and english-x),NA,checked the dictionary and decided to keep,NA,1
mdp.39015010219502,1890,"A Dakota-English dictionary, by Stephen Return Riggs. Ed. by James Owen Dorsey.",NA,"Govt. print. off., 1890.",Dakota,dako1258,Dakota,dako1258,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015024552245,1965,"Aḥdath qāmūs jayb, ʻArabī-Inkilīzī. The up-to-date Arabic-English pocket dictionary / taʾlīf Muḥammad Ṭāhā Maḥmūd = Mohamed Taha Mahmud",NA,"al-Maktabah al-Tijārīyah al-Kubrá, [1965]",Arabic,arab1395,Arabic,stan1318,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
umn.31951001859721a,1971,A dictionarie of the French and English tongues.,NA,"Theatrum Orbis Terrarum; Da Capo Press, 1971.",French,stan1290,French,stan1290,umn.31951001859721a,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015038136365,1996,A dictionarie of the vulgar Russe tongue / attributed to Mark Ridley ; edited from the late-sixteenth-century manuscripts and with an introduction by Gerald Stone.,NA,"Böhlau Verlag, 1996.",Gera,gera1246,Russe,russ1263,NA,NA,Russian,https://go.gale.com/ps/i.do?p=LitRC&u=googlescholar&id=GALE|A55970819&v=2.1&it=r&sid=googleScholar&asid=676fcbf9,NA,x-english (and english-x),NA,NA,NA,1
umn.31951002102834v,1883,"A dictionary, Burmese and English.",NA,"American Baptist Mission Press, 1883.",Burmese,nucl1310,Burmese,nucl1310,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
hvd.32044086551108,1858,"A dictionary, Canarese and English. Rev., corr. and enl. by Daniel Sanderson.",NA,"Printed at the Wesleyan Mission Press, 1858.",Dani,dani1287,Canarese,nucl1305,hvd.32044086551108,NA,Kannada,https://en.wikipedia.org/wiki/Daniel_Sanderson,NA,x-english (and english-x),NA,NA,1,NA
coo1.ark:/13960/t3dz0tc8q,1825,"A dictionary, English and Armenian, by Father Paschal Aucher, with the assistance of John Brand.",v.1,"Printed at the press of the Armenian academy of S. Lazarus, 1821-25.",NA,NA,Armenian,nucl1235,coo1.ark:/13960/t3dz0tc8q,coo1.ark:/13960/t3dz0tc8q,NA,NA,NA,english-x,1,duplicate and volume flag,1,1
nnc1.0036743399,1825,"A dictionary, English and Armenian, by Father Paschal Aucher, with the assistance of John Brand.",v.2,"Printed at the press of the Armenian academy of S. Lazarus, 1821-25.",NA,NA,Armenian,nucl1235,coo1.ark:/13960/t3dz0tc8q,coo1.ark:/13960/t3dz0tc8q,NA,NA,NA,english-x,1,duplicate and volume flag,1,1
uc1.31175021850295,1910,"A dictionary English and Gujarati; compiled for the Bombay Government Educational Department by Robert Montgomery, Ambalal Sakarlal Desai and Manidharprasad Tapiprasad Desai.",NA,"Printed at the Praja Bandhu Printing Works, 1910.",Gujarati,guja1252,Gujarati,guja1252,uc1.31175021850295,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.c3109380,1701,"A dictionary, English and Malayo, Malayo and English : to which is added some short grammar rules & directions for the better observation of the propriety and elegancy of this language, and also several miscellanies, dialogues, and letters, in English and Malayo, together with a table of time, computing the years and moons of the hegira to the years and months of the English stile ... / by Thomas Bowrey.",v.1,"Printed by Sam. Bridge for the author, 1701.",Malayo,mala1522,Malayo,mala1522,NA,uc1.c3109380,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.c3109381,1701,"A dictionary, English and Malayo, Malayo and English : to which is added some short grammar rules & directions for the better observation of the propriety and elegancy of this language, and also several miscellanies, dialogues, and letters, in English and Malayo, together with a table of time, computing the years and moons of the hegira to the years and months of the English stile ... / by Thomas Bowrey.",v.2,"Printed by Sam. Bridge for the author, 1701.",Malayo,mala1522,Malayo,mala1522,NA,uc1.c3109380,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc2.ark:/13960/t68342c1q,1873,"A dictionary, English and Marathi, compiled for the government of Bombay : planned and commenced by J. T. Molesworth, continued and completed by T. Candy / 2d ed., rev. and enl. by T. Candy.",NA,"Ganpat Krishnaji's Press, 1873.",Marathi,mara1378,Marathi,mara1378,uc2.ark:/13960/t68342c1q,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc2.ark:/13960/t57d2ws3r,1849,"A dictionary, English and Punjabee, outlines of grammar, also dialogues, English and Punjabee / with grammar and explanatory notes, by Captain Starkey ; assisted by Bussawa Sing.",NA,"Printed by D'Rozario, 1849.",Bussa,buss1239,Punjabee,panj1256,NA,NA,Eastern Panjabi,https://en.wikipedia.org/wiki/Punjabis,NA,english-x,NA,NA,1,NA
uc1.32106007011122,1976,"A dictionary, English and Sanskrit / Monier Williams.",NA,"Motilal Banarsidass, [1976]",Sanskrit,sans1269,Sanskrit,sans1269,uc1.32106007011122,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015017680862,1986,"A dictionary, English and Sindhi / George Stack.",NA,"Asian Educational Services, 1986.",Sindhi,sind1272,Sindhi,sind1272,mdp.39015017680862,NA,NA,NA,NA,english-x,NA,NA,1,NA
ucm.5327672566,1778,"A dictionary English and Spanish, and Spanish and English : containing the signification of words, and their different uses, together with the terms of arts, sciencies, trades, and the spanish words accented and spelled according to the regulation of the Royal Spanish Academy of Madrid ... : Part II.",NA,"Printed by J. Nourse..., 1778.",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
chi.22367573,1900,A dictionary: English and Tamil.,NA,"Madras School Book and Literature Society, 1900.",Tamil,tami1289,Tamil,tami1289,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
wu.89089026439,1974,"A dictionary : English and Telugu, explaining the English idioms and phrases in Telugu, with the pronunciation of English words / prepared by Charles Philip Brown.",NA,"Andhra Pradesh Sahitya Akademi, 1974.",Telugu,telu1262,Telugu,telu1262,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.l0074646258,1907,"A dictionary, English-Armenian / by V.H. Hagopian.",NA,"Press of H. Matteosian, 1907.",NA,NA,Armenian,nucl1235,NA,NA,NA,NA,NA,english-x,NA,NA,1,1
uva.x001189188,1953,"A dictionary, English-Armenian / edited by Baghdasar B. Adjemian.",NA,"G. Donikian Press, 1953.",NA,NA,Armenian,nucl1235,NA,NA,NA,NA,NA,english-x,NA,NA,1,1
hvd.hw22by,1755,"A dictionary, English-Latin, and Latin-English; : containing all things necessary for the translating of either language into the other ... / By Elisha Coles ...",NA,"Printed for S. Ballard, R. Ware, W. Innys and J. Richardson, J. and P. Knapton, S. Birt ... [and 28 others], 1755.",Latin,lati1261,Latin,lati1261,hvd.hw22by,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.$b451953,1926,"A dictionary, English-Polish and Polish-English.",v.1,"Trzaska, Evert & Michalski, [c1926]",Polish,poli1260,Polish,poli1260,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.32044060212156,1905,A dictionary from English to colloquial Mandarin Chinese / by George Carter Stent ; partly revised and supplement compiled by K.E.G. Hemeling.,NA,"Statistical Dept. of the Inspectorate General of Customs, 1905.",Mandarin Chinese,mand1415,Mandarin Chinese,mand1415,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015024497573,1868,"A dictionary, Gujarátí and English, by Shápurjí Edaljí.",NA,"Printed by N. R. Rániná at the Union press, 1868.",NA,NA,Gujarati,guja1252,mdp.39015024497573,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nnc1.cu58965823,1820,"A dictionary, Hindoostanee and English / abridged from the quarto edition of Major Joseph Taylor ; as edited by the late W. Hunter ; by William Carmichael Smyth.",NA,"printed for the editor by W. Bulmer and W. Nicol ; sold by J. Asperne ... [et al.], 1820.",Jos,josa1234,Hindoostanee,hind1270,NA,NA,Hindustani,https://en.wiktionary.org/wiki/Hindoostanee,NA,x-english (and english-x),NA,NA,1,1
chi.56933265,1820,"A dictionary, Hindūstānī and English.",NA,"Printed for the author, by Cox and Bayles, and sold by Black, Kingsbury, Parbury, and Allen, 1820.",NA,NA,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
uc2.ark:/13960/t6rx9hq4j,1849,"A dictionary, Hindūstānī and English, and English and Hindūstānī, the latter being entirely new. By John Shakespear.",NA,"P. Richardson, 1849.",NA,NA,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
nnc1.cu58959084,1848,"A dictionary, Hindustani and English: to which is added a reversed part, English and Hindustani. By Duncan Forbes.",NA,"W.H. Allen, 1848.",Hindustani,hind1270,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
mdp.39015087551019,1866,"A dictionary, Hindustani & English : accompanied by a reversed dictionary, English and Hindustani.",NA,"W. H. Allen and co., 1866.",Hindustani,hind1270,Hindustani,hind1270,mdp.39015087551019,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
uc2.ark:/13960/t0qr4qt96,1867,"A dictionary in Assamese and English, comp. by M. Bronson.",NA,"American Baptist mission press, 1867.",Assamese,assa1263,Assamese,assa1263,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015022876745,1834,A dictionary in English and Bengalee / tr. from Todd's ed. of Johnson's English dictionary ... by Ram Comul Sen ...,v.1,"From the Serampore press, 1834.",Benga,beng1282,Bengalee,beng1280,NA,mdp.39015022876745,Bengali,https://en.wiktionary.org/wiki/Bengalee,NA,english-x,NA,NA,1,NA
