glottocode,word,sum_count,glottolog_langname
stan1290,fatigue,5254,French
stan1290,root,5254,French
stan1290,collection,5239,French
stan1290,check,5233,French
stan1290,fix,5231,French
stan1295,mix,5227,German
stan1288,strike,5223,Spanish
stan1290,bond,5222,French
stan1290,obstacle,5222,French
mand1415,block,5221,Mandarin Chinese
ital1282,break,5200,Italian
stan1290,hall,5189,French
stan1290,lame,5182,French
stan1295,happy,5174,German
poli1260,pod,5173,Polish
scot1243,act,5173,Scots
stan1288,error,5171,Spanish
stan1288,hit,5168,Spanish
stan1290,fault,5165,French
mand1415,match,5164,Mandarin Chinese
stan1295,fern,5164,German
stan1290,border,5150,French
stan1288,interior,5148,Spanish
lati1261,quantum,5147,Latin
scot1245,gun,5143,Scottish Gaelic
stan1290,ticket,5143,French
indo1316,has,5141,Standard Indonesian
stan1288,gusto,5132,Spanish
stan1288,done,5130,Spanish
mand1415,pro,5126,Mandarin Chinese
stan1290,gorge,5122,French
stan1288,green,5114,Spanish
ital1282,dire,5113,Italian
stan1295,tune,5113,German
stan1290,guide,5109,French
ital1282,sport,5108,Italian
stan1288,boy,5108,Spanish
stan1290,corner,5107,French
mand1415,copy,5101,Mandarin Chinese
stan1290,pack,5099,French
stan1290,personnel,5094,French
stan1288,plural,5084,Spanish
stan1290,mail,5081,French
stan1290,standing,5080,French
mand1415,civil,5077,Mandarin Chinese
stan1290,ardent,5077,French
stan1295,bitter,5075,German
stan1290,string,5066,French
nava1243,bee,5065,Navajo
stan1290,trust,5063,French
stan1290,pie,5060,French
stan1290,capable,5059,French
mand1415,band,5058,Mandarin Chinese
stan1288,heavy,5056,Spanish
stan1295,ward,5056,German
stan1290,piano,5055,French
stan1290,servant,5055,French
stan1290,pale,5053,French
stan1290,user,5052,French
hung1274,jog,5038,Hungarian
stan1288,toe,5035,Spanish
stan1288,final,5034,Spanish
stan1290,gave,5032,French
mand1415,hen,5030,Mandarin Chinese
stan1290,patience,5022,French
mand1415,cal,5021,Mandarin Chinese
latv1249,par,5009,Latvian
stan1290,talent,5003,French
stan1290,empire,4998,French
stan1288,figure,4992,Spanish
stan1288,pin,4992,Spanish
swed1254,person,4992,Swedish
stan1288,cast,4991,Spanish
dutc1256,plant,4985,Dutch
stan1290,lace,4970,French
stan1290,province,4970,French
stan1290,serve,4970,French
stan1288,motor,4966,Spanish
stan1288,stock,4962,Spanish
stan1295,par,4961,German
stan1290,cure,4958,French
stan1290,dam,4952,French
stan1290,mistake,4950,French
stan1290,cuisine,4949,French
stan1288,mineral,4938,Spanish
stan1290,track,4938,French
ital1282,round,4933,Italian
stan1288,simple,4929,Spanish
stan1290,star,4927,French
stan1290,trace,4927,French
stan1288,sense,4922,Spanish
stan1290,single,4918,French
mand1415,sir,4915,Mandarin Chinese
stan1290,standard,4915,French
mand1415,join,4908,Mandarin Chinese
stan1288,ear,4908,Spanish
poli1260,set,4903,Polish
viet1252,run,4902,Vietnamese
stan1295,deck,4882,German
indo1316,air,4879,Standard Indonesian
wels1247,coed,4873,Welsh
lati1261,posse,4863,Latin
stan1295,dies,4863,German
stan1290,production,4861,French
mand1415,wet,4857,Mandarin Chinese
stan1295,direct,4856,German
stan1290,intention,4855,French
stan1290,tape,4854,French
stan1290,chant,4849,French
stan1290,legs,4847,French
stan1290,cash,4841,French
stan1290,lent,4841,French
stan1290,protection,4838,French
stan1290,spectacle,4833,French
olde1238,man,4831,Old English (ca. 450-1100)
lati1261,alter,4828,Latin
stan1290,tennis,4823,French
stan1288,pies,4818,Spanish
mand1415,key,4809,Mandarin Chinese
stan1290,couple,4809,French
stan1295,bind,4808,German
stan1290,nation,4788,French
stan1295,kick,4786,German
stan1288,auto,4785,Spanish
stan1295,pure,4771,German
lati1261,fore,4764,Latin
stan1290,looks,4761,French
stan1288,cal,4755,Spanish
stan1290,bus,4752,French
stan1290,quart,4746,French
stan1290,content,4744,French
lati1261,move,4742,Latin
stan1290,nice,4739,French
stan1290,pat,4737,French
mand1415,build,4735,Mandarin Chinese
poli1260,place,4733,Polish
viet1252,lay,4729,Vietnamese
stan1295,lack,4723,German
ital1282,era,4720,Italian
stan1290,quarter,4718,French
stan1290,gras,4716,French
stan1290,refuse,4713,French
stan1288,inferior,4707,Spanish
stan1295,fancy,4698,German
stan1290,sensible,4689,French
stan1288,material,4685,Spanish
stan1290,village,4685,French
mand1415,hall,4680,Mandarin Chinese
mand1415,engine,4677,Mandarin Chinese
lati1261,character,4670,Latin
stan1290,cheat,4669,French
stan1290,joke,4662,French
mand1415,port,4661,Mandarin Chinese
stan1290,original,4658,French
lati1261,minor,4657,Latin
stan1290,ridicule,4653,French
stan1290,fan,4652,French
lati1261,plane,4650,Latin
czec1258,pod,4644,Czech
stan1290,relief,4637,French
stan1290,portion,4631,French
stan1290,discussion,4625,French
stan1288,rail,4624,Spanish
stan1290,proportion,4614,French
swed1254,make,4613,Swedish
stan1290,national,4612,French
stan1290,escape,4610,French
stan1290,exact,4607,French
scot1243,can,4599,Scots
stan1290,canal,4594,French
stan1290,staff,4594,French
stan1288,cola,4581,Spanish
stan1290,range,4581,French
stan1295,hurt,4581,German
stan1288,produce,4580,Spanish
iris1253,air,4579,Irish
dutc1256,wind,4578,Dutch
stan1290,promise,4578,French
stan1290,bore,4575,French
stan1290,examiner,4574,French
stan1288,pipe,4569,Spanish
viet1252,cam,4567,Vietnamese
stan1288,spot,4561,Spanish
nucl1643,iron,4559,Japanese
stan1290,cabinet,4556,French
stan1290,charger,4556,French
stan1295,lies,4555,German
stan1290,cake,4552,French
afri1274,word,4545,Afrikaans
stan1290,butter,4540,French
stan1288,dice,4539,Spanish
stan1290,social,4537,French
dani1285,have,4534,Danish
stan1288,late,4526,Spanish
stan1290,lift,4519,French
stan1290,ranger,4518,French
lati1261,beat,4517,Latin
stan1290,cool,4511,French
stan1290,souvenir,4510,French
swed1254,ing,4508,Swedish
ital1282,van,4506,Italian
stan1288,touch,4506,Spanish
ital1282,face,4505,Italian
stan1288,primer,4504,Spanish
stan1290,accent,4502,French
viet1252,van,4500,Vietnamese
stan1295,gilt,4497,German
stan1290,brave,4496,French
stan1290,vague,4492,French
stan1288,jam,4490,Spanish
stan1295,rang,4490,German
stan1290,obligation,4488,French
wels1247,long,4488,Welsh
stan1288,step,4487,Spanish
stan1290,minute,4486,French
stan1290,proposition,4486,French
stan1290,grandeur,4474,French
stan1290,coach,4471,French
lati1261,species,4468,Latin
stan1295,bare,4466,German
ital1282,tore,4461,Italian
wels1247,tan,4458,Welsh
stan1288,personal,4447,Spanish
swed1254,den,4444,Swedish
stan1295,mail,4443,German
stan1288,regular,4441,Spanish
stan1295,rare,4441,German
lati1261,duo,4409,Latin
stan1290,actions,4409,French
lati1261,animal,4408,Latin
stan1290,solution,4408,French
stan1290,section,4407,French
mand1415,add,4404,Mandarin Chinese
viet1252,che,4400,Vietnamese
stan1290,pine,4397,French
stan1288,grave,4395,Spanish
stan1290,articles,4391,French
lati1261,forum,4390,Latin
stan1290,sombre,4389,French
wels1247,ran,4387,Welsh
stan1290,yard,4384,French
stan1290,composition,4381,French
stan1290,moral,4379,French
stan1290,bonnet,4377,French
stan1288,solo,4376,Spanish
scot1243,burns,4369,Scots
lati1261,prime,4366,Latin
nucl1643,mon,4364,Japanese
stan1288,escape,4363,Spanish
stan1290,thread,4361,French
stan1288,slip,4360,Spanish
lati1261,clause,4357,Latin
stan1295,safe,4350,German
stan1290,tan,4349,French
stan1290,assurance,4348,French
stan1288,rule,4347,Spanish
stan1295,hunger,4345,German
mand1415,ban,4338,Mandarin Chinese
taga1270,are,4334,Tagalog
stan1290,spare,4333,French
stan1290,rush,4315,French
olde1238,was,4309,Old English (ca. 450-1100)
czec1258,man,4308,Czech
stan1290,chute,4307,French
lati1261,different,4306,Latin
stan1295,grad,4306,German
stan1295,noble,4300,German
stan1290,humour,4299,French
stan1295,active,4299,German
roma1327,part,4293,Romanian
stan1288,ruin,4291,Spanish
stan1290,attitude,4288,French
stan1290,pitch,4285,French
stan1290,total,4284,French
stan1290,aspect,4278,French
stan1290,cruel,4273,French
ital1282,short,4263,Italian
stan1290,express,4262,French
lati1261,supra,4261,Latin
stan1290,relations,4259,French
ital1282,care,4256,Italian
stan1290,excellent,4255,French
stan1290,muscle,4253,French
stan1290,rice,4245,French
stan1290,succession,4242,French
stan1290,twist,4241,French
stan1295,final,4238,German
stan1288,sale,4235,Spanish
stan1290,affection,4224,French
stan1290,soul,4224,French
stan1295,egg,4207,German
stan1290,application,4206,French
stan1290,circulation,4206,French
stan1295,drum,4206,German
stan1288,super,4205,Spanish
stan1290,concert,4201,French
stan1288,civil,4195,Spanish
stan1290,sage,4192,French
stan1290,dealer,4188,French
stan1288,ion,4185,Spanish
mand1415,ran,4182,Mandarin Chinese
stan1290,pardon,4182,French
stan1290,caution,4180,French
stan1290,quiet,4180,French
stan1290,association,4169,French
ital1282,stand,4164,Italian
lati1261,mores,4160,Latin
stan1290,feeling,4160,French
lati1261,places,4156,Latin
stan1288,humor,4156,Spanish
stan1295,blank,4155,German
mand1415,team,4151,Mandarin Chinese
stan1295,wage,4144,German
stan1290,portrait,4141,French
stan1290,instant,4140,French
stan1290,absence,4137,French
stan1290,supporter,4129,French
mand1415,search,4128,Mandarin Chinese
stan1290,contact,4127,French
stan1288,ones,4125,Spanish
mand1415,size,4124,Mandarin Chinese
stan1290,stretch,4116,French
stan1295,gate,4115,German
stan1295,foul,4112,German
scot1243,law,4109,Scots
wels1247,set,4109,Welsh
stan1295,lag,4108,German
lati1261,line,4101,Latin
stan1288,crack,4100,Spanish
stan1288,shot,4100,Spanish
stan1288,social,4100,Spanish
mand1415,sang,4098,Mandarin Chinese
wels1247,corn,4098,Welsh
stan1288,canal,4097,Spanish
stan1290,slow,4097,French
stan1290,vase,4095,French
stan1288,able,4088,Spanish
stan1288,dealer,4086,Spanish
mand1415,load,4066,Mandarin Chinese
stan1290,programme,4060,French
stan1290,bride,4055,French
stan1290,doctrine,4054,French
nucl1643,pen,4052,Japanese
nucl1643,gun,4049,Japanese
stan1288,tender,4047,Spanish
stan1290,circuit,4046,French
stan1290,grief,4046,French
stan1288,check,4037,Spanish
stan1290,verse,4037,French
stan1290,patient,4036,French
stan1295,personal,4035,German
midd1317,see,4033,Middle English
stan1288,deal,4033,Spanish
stan1290,strip,4032,French
stan1290,trap,4032,French
stan1288,meeting,4031,Spanish
stan1290,minutes,4028,French
stan1288,vapor,4025,Spanish
stan1295,null,4021,German
mand1415,perfect,4016,Mandarin Chinese
lati1261,remove,4015,Latin
stan1288,false,4013,Spanish
stan1290,patron,4013,French
stan1290,serpent,4013,French
stan1290,inclination,4011,French
stan1290,plural,4009,French
lati1261,extra,4006,Latin
stan1290,imagination,3998,French
lati1261,live,3995,Latin
scot1243,sheep,3992,Scots
stan1290,final,3988,French
stan1290,abuse,3984,French
stan1290,terrible,3984,French
stan1290,idiot,3982,French
viet1252,song,3981,Vietnamese
stan1290,stream,3978,French
stan1290,active,3976,French
stan1288,central,3972,Spanish
stan1290,menu,3950,French
ital1282,use,3944,Italian
lati1261,labor,3943,Latin
ital1282,com,3942,Italian
dutc1256,land,3939,Dutch
stan1290,local,3936,French
iris1253,has,3930,Irish
stan1288,balance,3928,Spanish
nucl1643,sake,3925,Japanese
stan1295,modern,3921,German
ital1282,live,3910,Italian
stan1295,spare,3910,German
stan1288,musical,3908,Spanish
stan1288,rock,3908,Spanish
scot1243,horse,3902,Scots
stan1295,solid,3897,German
stan1288,honor,3894,Spanish
stan1290,conduit,3892,French
mand1415,seed,3891,Mandarin Chinese
stan1290,assistant,3891,French
stan1290,zone,3880,French
lati1261,fur,3878,Latin
dani1285,den,3876,Danish
lati1261,sus,3875,Latin
stan1290,parents,3869,French
soma1255,wax,3862,Somali
stan1290,commune,3862,French
stan1290,parade,3861,French
stan1290,shift,3855,French
lati1261,separate,3851,Latin
mand1415,source,3851,Mandarin Chinese
lati1261,rose,3850,Latin
lati1261,interest,3843,Latin
stan1290,design,3839,French
stan1295,total,3829,German
stan1290,restaurant,3824,French
stan1295,simple,3822,German
lati1261,face,3819,Latin
dutc1256,keep,3815,Dutch
stan1290,correct,3815,French
stan1290,seize,3813,French
mand1415,agent,3809,Mandarin Chinese
stan1290,mission,3809,French
stan1290,mobile,3809,French
stan1288,basket,3807,Spanish
iris1253,con,3801,Irish
stan1290,parent,3795,French
stan1290,examine,3794,French
stan1288,chance,3793,Spanish
stan1290,bite,3788,French
stan1290,bull,3787,French
stan1290,relation,3786,French
stan1290,agitation,3785,French
stan1290,drain,3780,French
stan1295,mental,3780,German
ital1282,top,3773,Italian
stan1290,efforts,3770,French
stan1295,golden,3770,German
nucl1643,ion,3769,Japanese
stan1288,cruel,3763,Spanish
ital1282,country,3759,Italian
stan1290,basket,3757,French
stan1288,tribunal,3747,Spanish
stan1295,plump,3747,German
mand1415,flag,3745,Mandarin Chinese
stan1295,grade,3744,German
stan1290,employer,3741,French
stan1288,anchor,3740,Spanish
stan1290,administration,3738,French
stan1290,conditions,3734,French
pali1273,are,3731,Pali
stan1290,provisions,3730,French
stan1290,impossible,3729,French
stan1290,tribunal,3729,French
swed1254,get,3726,Swedish
mand1415,aim,3725,Mandarin Chinese
nucl1643,nose,3723,Japanese
ital1282,line,3717,Italian
mand1415,dinner,3712,Mandarin Chinese
swed1254,are,3709,Swedish
lati1261,sat,3705,Latin
stan1295,muster,3704,German
wels1247,haul,3703,Welsh
stan1290,branches,3697,French
stan1290,questions,3693,French
stan1288,pop,3685,Spanish
stan1290,drag,3682,French
lati1261,pure,3680,Latin
stan1288,film,3679,Spanish
stan1295,elf,3679,German
poli1260,will,3678,Polish
stan1295,listen,3678,German
stan1290,lies,3676,French
stan1295,gras,3665,German
poli1260,part,3663,Polish
stan1288,singular,3662,Spanish
poli1260,past,3660,Polish
stan1290,affect,3657,French
stan1290,distinction,3656,French
stan1290,golf,3655,French
wels1247,had,3653,Welsh
wels1247,air,3652,Welsh
stan1290,commit,3648,French
stan1288,fiesta,3640,Spanish
stan1290,pigeon,3637,French
port1283,house,3633,Portuguese
stan1295,inferior,3633,German
stan1288,total,3632,Spanish
stan1295,verbal,3631,German
stan1290,places,3624,French
stan1290,permission,3623,French
lati1261,phrase,3622,Latin
stan1295,nerve,3622,German
lati1261,miles,3620,Latin
stan1290,arrangement,3619,French
lati1261,produce,3613,Latin
stan1290,accusation,3613,French
stan1290,attend,3613,French
ital1282,fire,3612,Italian
nucl1643,ate,3611,Japanese
dutc1256,kind,3610,Dutch
stan1290,punch,3599,French
stan1290,allure,3595,French
stan1290,baby,3594,French
viet1252,men,3590,Vietnamese
mand1415,notes,3581,Mandarin Chinese
stan1288,match,3578,Spanish
stan1295,inner,3573,German
stan1288,female,3572,Spanish
stan1288,living,3563,Spanish
stan1288,junta,3562,Spanish
stan1290,jury,3561,French
lati1261,era,3558,Latin
stan1288,record,3552,Spanish
stan1290,valve,3548,French
stan1295,park,3547,German
lati1261,sanguine,3545,Latin
stan1290,exception,3544,French
stan1290,plaque,3540,French
stan1288,noble,3539,Spanish
stan1295,drill,3536,German
stan1290,bath,3535,French
stan1290,ate,3528,French
stan1288,royal,3525,Spanish
stan1290,passions,3525,French
stan1288,running,3518,Spanish
stan1290,commander,3517,French
ital1282,dove,3514,Italian
stan1288,lean,3514,Spanish
hung1274,ing,3513,Hungarian
stan1288,club,3513,Spanish
stan1295,tick,3509,German
stan1290,innocent,3507,French
stan1288,fan,3506,Spanish
stan1295,duck,3497,German
mand1415,jump,3493,Mandarin Chinese
stan1295,mild,3478,German
stan1288,idle,3476,Spanish
stan1288,doctor,3475,Spanish
nucl1301,den,3468,Turkish
sout1528,put,3466,Serbian-Croatian-Bosnian
stan1288,cake,3464,Spanish
stan1288,nature,3464,Spanish
cebu1242,man,3456,Cebuano
stan1288,pack,3455,Spanish
stan1295,patent,3448,German
stan1290,culture,3447,French
stan1290,ignorant,3446,French
stan1290,habits,3444,French
ital1282,stop,3443,Italian
stan1290,volume,3442,French
stan1288,sub,3437,Spanish
stan1288,shake,3432,Spanish
stan1290,description,3428,French
lati1261,opera,3426,Latin
stan1290,sole,3425,French
stan1290,expert,3424,French
afri1274,man,3423,Afrikaans
ital1282,fin,3418,Italian
stan1290,fade,3417,French
stan1290,malice,3417,French
stan1290,statue,3413,French
stan1290,gale,3410,French
lati1261,false,3407,Latin
mand1415,bell,3407,Mandarin Chinese
stan1290,orange,3407,French
stan1295,sage,3407,German
stan1290,audience,3406,French
stan1288,pole,3400,Spanish
lati1261,rise,3398,Latin
stan1290,flow,3398,French
stan1290,pressure,3398,French
stan1290,cape,3397,French
stan1290,prompt,3395,French
nucl1301,man,3394,Turkish
dutc1256,open,3385,Dutch
stan1295,wink,3379,German
stan1290,code,3378,French
dutc1256,set,3373,Dutch
stan1290,tension,3373,French
penn1240,die,3368,Pennsylvania German
stan1288,bridge,3367,Spanish
stan1290,torture,3366,French
poli1260,house,3361,Polish
wels1247,march,3356,Welsh
stan1288,legal,3355,Spanish
stan1290,grade,3353,French
stan1290,calmer,3350,French
stan1290,humble,3345,French
lati1261,ate,3343,Latin
roma1327,med,3343,Romanian
ital1282,parole,3341,Italian
stan1290,pose,3341,French
stan1288,criminal,3339,Spanish
stan1290,essence,3331,French
stan1290,communication,3330,French
stan1288,vulgar,3328,Spanish
stan1290,ban,3327,French
stan1290,notes,3327,French
stan1290,bible,3326,French
stan1290,clause,3323,French
stan1290,mention,3322,French
stan1288,dispute,3318,Spanish
stan1290,mental,3318,French
dutc1256,pen,3312,Dutch
dutc1256,house,3311,Dutch
stan1290,abandon,3308,French
stan1290,screen,3304,French
wels1247,draw,3301,Welsh
stan1290,fun,3297,French
poli1260,run,3292,Polish
scot1243,bit,3292,Scots
stan1290,message,3292,French
stan1295,link,3286,German
mand1415,guide,3282,Mandarin Chinese
stan1288,tune,3282,Spanish
wels1247,deg,3282,Welsh
stan1288,collar,3276,Spanish
lati1261,major,3275,Latin
stan1290,excite,3272,French
stan1290,intrigue,3272,French
stan1288,familiar,3271,Spanish
stan1290,services,3271,French
stan1288,lady,3270,Spanish
stan1288,file,3264,Spanish
ital1282,business,3263,Italian
stan1290,cal,3263,French
stan1288,hall,3261,Spanish
stan1290,hospital,3260,French
