langname,level,gcode,gcode_rule,ref_name,concept,domain,basic,combo_name,word_list,source,sign,reference,url,scholarly,page,comments
Fore,single,fore1270,NA,NA,bird,noun,0,birdcombo,bird,wordnet,positive,"Hays, T. E. (1982). Utilitarian/adaptationist explanations of folk biological classification: some cautionary notes. Journal of Ethnobiology, 2(1), 89-94.",https://ethnobiology.org/sites/default/files/pdfs/JoE/2-1/Hays1982.pdf,1,NA,NA
Dani,single,midg1235,NA,NA,sweet potato,compound,1,sweetpotatocombo,NA,NA,positive,"Heider, K. G. (1969). Sweet Potato Notes and Lexical Queries, or The Problem of All Those Names for Sweet Potatoes in the New Guinea Highlands. Berkeley: Kroeber Anthropological Society Papers, 41, 78-86.",https://digitalassets.lib.berkeley.edu/anthpubs/ucb/text/kas041-005.pdf,1,NA,NA
Palauan,single,pala1344,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Helfman, Gene S., and John E. Randall. 1973. Palauan fish names. Pacific Science 27:136–153. Johannes, Robert E. 1981. Words of the Lagoon. Fishing and Marine Lore in the Palau District of Micronesia. Berkeley: University of California Press.",https://scholarspace.manoa.hawaii.edu/bitstreams/baa84537-eb86-4f2a-832d-55765e9a8fe3/download,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Kwara'ae,single,kwar1239,NA,NA,plant,noun,0,plantcombo,NA,historical thesaurus of english,positive,"Henderson, C. P., & Hancock, I. R. (1988). A guide to the useful plants of Solomon Islands. (No Title).",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
To'abaita,single,toab1237,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Henderson, C. P., and I. R. Hancock. 1988. A Guide to the Useful Plants of Solomon Islands. Honiara: Research Department, Ministry of Agriculture and Lands.  Lichtenberk, Frantisek. 2008. Toqabaqita Dictionary. Canberra: Pacific Linguistics.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Arabic,group,NA,langname_contains,Arabic,honey,noun,1,honeycombo,honey,wordnet,positive,"Herder, J. G. (2002). Treatise on the Origin of Language. Philosophical writings, 65-164.",https://www.marxists.org/archive/herder/1772/origins-language.htm,1,116,NA
Arabic,group,NA,langname_contains,Arabic,lion,noun,1,lioncombo,lion,wordnet,positive,"Herder, J. G. (2002). Treatise on the Origin of Language. Philosophical writings, 65-164.",https://www.marxists.org/archive/herder/1772/origins-language.htm,1,116,NA
Arabic,group,NA,langname_contains,Arabic,snake,noun,1,snakecombo,"snake, serpent, ophidian",wordnet,positive,"Herder, J. G. (2002). Treatise on the Origin of Language. Philosophical writings, 65-164.",https://www.marxists.org/archive/herder/1772/origins-language.htm,1,116,NA
Arabic,group,NA,langname_contains,Arabic,sword,noun,1,swordcombo,sword,wordnet,positive,"Herder, J. G. (2002). Treatise on the Origin of Language. Philosophical writings, 65-164.",https://www.marxists.org/archive/herder/1772/origins-language.htm,1,116,NA
Ponapean,single,pohn1238,NA,NA,yam,noun,1,yamcombo,yam,wordnet,positive,"Herskovits (1948), Man and his works",https://archive.org/stream/dli.ernet.4195/4195-Man%20And%20His%20Works_djvu.txt,1,548,NA
Portuguese,group,NA,langname_contains,Portuguese,horse,noun,1,horsecombo,horse,wordnet,positive,"Herskovits (1948), Man and his works",https://archive.org/stream/dli.ernet.4195/4195-Man%20And%20His%20Works_djvu.txt,1,537,NA
Wogeo,single,woge1237,NA,NA,banana,noun,1,bananacombo,banana,wordnet,positive,"Hogbin, H. I. (1938). Tillage and collection: A New Guinea economy. Oceania, 9(2), 127-151.",https://www.jstor.org/stable/40327708,1,129,"Quoted in Heider, K. G. (1969). Sweet Potato Notes and Lexical Queries, or The Problem of All Those Names for Sweet Potatoes in the New Guinea Highlands. Berkeley: Kroeber Anthropological Society Papers, 41, 78-86."
Wogeo,single,woge1237,NA,NA,taro,noun,1,tarocombo,"taro, cocoyam, dasheen, eddo",wordnet,positive,"Hogbin, H. I. (1938). Tillage and collection: A New Guinea economy. Oceania, 9(2), 127-151.",https://www.jstor.org/stable/40327708,1,129,"Quoted in Heider, K. G. (1969). Sweet Potato Notes and Lexical Queries, or The Problem of All Those Names for Sweet Potatoes in the New Guinea Highlands. Berkeley: Kroeber Anthropological Society Papers, 41, 78-86."
Fang,single,fang1246,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Hombert, J. M. (1992). Terminologie des odeurs dans quelques langues du Gabon. Pholia, 7, 61-65.",http://www.ddl.ish-lyon.cnrs.fr/fulltext/Gabon/pholiapdf/pholia7/Hombert_1992_odeurs_phol7.pdf,1,NA,NA
Nzebi,single,njeb1242,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Hombert, J. M. (1992). Terminologie des odeurs dans quelques langues du Gabon. Pholia, 7, 61-65.",http://www.ddl.ish-lyon.cnrs.fr/fulltext/Gabon/pholiapdf/pholia7/Hombert_1992_odeurs_phol7.pdf,1,NA,NA
Sangu,single,sang1333,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Hombert, J. M. (1992). Terminologie des odeurs dans quelques langues du Gabon. Pholia, 7, 61-65.",http://www.ddl.ish-lyon.cnrs.fr/fulltext/Gabon/pholiapdf/pholia7/Hombert_1992_odeurs_phol7.pdf,1,NA,NA
Tsogo,single,tsog1243,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Hombert, J. M. (1992). Terminologie des odeurs dans quelques langues du Gabon. Pholia, 7, 61-65.",http://www.ddl.ish-lyon.cnrs.fr/fulltext/Gabon/pholiapdf/pholia7/Hombert_1992_odeurs_phol7.pdf,1,NA,NA
Wanzi,single,wand1266,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Hombert, J. M., Mouélé, M., Rouby, C., & Schaal, B. (2016). CHAPTER SEVEN BASIC ODOUR TERMS IN LI-WANZI (A BANTU LANGUAGE SPOKEN IN GABON): AN EXPERIMENTAL APPROACH. Words for odours: Language skills and cultural insights, 135.",https://books.google.com.au/books?hl=en&lr=&id=lt_6DAAAQBAJ&oi=fnd&pg=PA135&ots=pzEPqn5eZm&sig=sMgLNbAsy_iXayD8sn2IADl-og4&redir_esc=y#v=onepage&q&f=falsee,1,NA,NA
Marovo,single,maro1244,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Hviding, Edvard. (1990). Draft Environmental Dictionary, Marovo Language. Centre for Development Studies, University of Bergen, Norway. In cooperation with the Western Province Division of Culture, Gizo & Hviding, Edvard. (2005). Reef and Rainforest. An Environmental Encyclopaedia of Marovo Lagoon, Solomon Islands. Paris: UNESCO.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Yana,single,yana1271,NA,NA,acorn,noun,1,acorncombo,acorn,wordnet,positive,"Hymes, Dell H. ""Language in culture and society: A reader in linguistics and anthropology."" Introduction to Part IV, ""Cultural Focus and Semantic Field""",https://archive.org/stream/in.ernet.dli.2015.149461/2015.149461.Language-In-Culture-And-Society_djvu.txt,1,NA,NA
Yana,single,yana1271,NA,NA,basket,noun,1,basketcombo,"basket, handbasket",wordnet,positive,"Hymes, Dell H. ""Language in culture and society: A reader in linguistics and anthropology."" Introduction to Part IV, ""Cultural Focus and Semantic Field""",https://archive.org/stream/in.ernet.dli.2015.149461/2015.149461.Language-In-Culture-And-Society_djvu.txt,1,NA,NA
Yana,single,yana1271,NA,NA,"eyes, sight",noun,1,sightcombo,"eye, sight, vision, optic, oculus, oculi",wordnet,positive,"Hymes, Dell H. ""Language in culture and society: A reader in linguistics and anthropology."" Introduction to Part IV, ""Cultural Focus and Semantic Field""",https://archive.org/stream/in.ernet.dli.2015.149461/2015.149461.Language-In-Culture-And-Society_djvu.txt,1,NA,NA
Carolinian,single,caro1242,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Jackson, Frederick H., and Jeffrey C. Marck. 1991. Carolinean–English Dictionary. Honolulu: University of Hawai’i Press.",http://hdl.handle.net/10125/62861,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Cherokee,single,cher1273,NA,NA,to wash,verb,1,towashcombo,NA,NA,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,49,NA
Mahican,single,mahi1248,NA,NA,to cut,verb,1,tocutcombo,NA,NA,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,49,NA
Palawano,group,NA,langname_contains,Palawano,tree,noun,0,treecombo,tree,wordnet,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,49,NA
Old English,single,olde1238,NA,NA,"battle, fight",noun,1,battlecombo,"battle, fight",wordnet,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,48,NA
Old English,single,olde1238,NA,NA,hero,noun,1,herocombo,hero,wordnet,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,48,NA
Old English,single,olde1238,NA,NA,sea,noun,1,seacombo,sea,wordnet,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,48,NA
Old English,single,olde1238,NA,NA,"ship, boat",noun,1,shipcombo,"ship, boat",wordnet,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,48,NA
Zulu,single,zulu1248,NA,NA,cow,noun,1,cattlecombo,"cattle, cow, ox, kine, oxen",wordnet,positive,"Jespersen, O. (1926). Growth and structure of the English language. Basil Blackwell.",https://ia902609.us.archive.org/29/items/growthstructureo00jesprich/growthstructureo00jesprich_djvu.txt,1,49,NA
Inuktitut,group,NA,langname_contains,Inuktitut,ice,noun,1,icecombo,ice,wordnet,positive,"Johns, A. (2010). Inuit sea ice terminology in Nunavut and Nunatsiavut. SIKU: Knowing Our Ice: Documenting Inuit Sea Ice Knowledge and Use, 401-412.",http://ndl.ethernet.edu.et/bitstream/123456789/14561/1/178.pdf#page=428,1,410-412,NA
Dogon,group,NA,langname_contains,Dogon,vegetables,noun,0,vegetablescombo,"vegetable, veggie, veg",wordnet,positive,"Kelly, L. (2017). The memory code. Simon and Schuster.",NA,1,7,NA
Australian languages,group,NA,area_equals_to,Australia,stars,noun,1,starscombo,star,wordnet,positive,"Kelly, L. (2017). The memory code. Simon and Schuster.",NA,1,38,NA
Trobriand Islanders,single,kili1267,NA,NA,garden land,noun,1,gardencombo,garden,wordnet,positive,"Kelly, L. (2017). The memory code. Simon and Schuster.",NA,1,41,NA
Eskimo-Aleut,group,NA,langfamily_equals_to,Eskimo-Aleut,ice,noun,1,icecombo,ice,wordnet,positive,"Krupnik, I., & Müller-Wille, L. (2010). Franz Boas and Inuktitut terminology for ice and snow: From the emergence of the field to the “Great Eskimo Vocabulary Hoax”. SIKU: Knowing our ice: Documenting Inuit sea ice knowledge and use, 377-400.",http://ndl.ethernet.edu.et/bitstream/123456789/14561/1/178.pdf#page=404,1,386-387,NA
Eskimo-Aleut,group,NA,langfamily_equals_to,Eskimo-Aleut,snow,noun,1,snowcombo,"snow, snowfall",wordnet,positive,"Krupnik, I., & Müller-Wille, L. (2010). Franz Boas and Inuktitut terminology for ice and snow: From the emergence of the field to the “Great Eskimo Vocabulary Hoax”. SIKU: Knowing our ice: Documenting Inuit sea ice knowledge and use, 377-400.",http://ndl.ethernet.edu.et/bitstream/123456789/14561/1/178.pdf#page=404,1,389,NA
Russian,single,russ1263,NA,NA,snow,noun,1,snowcombo,"snow, snowfall",wordnet,positive,"Krupnik, I., & Müller-Wille, L. (2010). Franz Boas and Inuktitut terminology for ice and snow: From the emergence of the field to the “Great Eskimo Vocabulary Hoax”. SIKU: Knowing our ice: Documenting Inuit sea ice knowledge and use, 377-400.",http://ndl.ethernet.edu.et/bitstream/123456789/14561/1/178.pdf#page=404,1,394,NA
Nung,single,nung1282,NA,NA,bamboo,noun,1,bamboocombo,bamboo,wordnet,positive,"kun Liu, G., Li, F., Thurgood, E., & Thurgood, G. (Eds.). (2009). A grammar of Anong: Language death under intense contact (Vol. 5). Brill.",https://books.google.com/books?hl=en&lr=&id=vwOE7iiiiQcC&oi=fnd&pg=PR9&dq=A+Grammar+of+Anong&ots=ktAjp-oO0c&sig=HWjUT4i25yB4DpjDz0HIa86Tp5U,1,33,NA
Nung,single,nung1282,NA,NA,"fish, fishing method, fishing tool",noun,1,fishingcombo,"fish, fishing",wordnet,positive,"kun Liu, G., Li, F., Thurgood, E., & Thurgood, G. (Eds.). (2009). A grammar of Anong: Language death under intense contact (Vol. 5). Brill.",https://books.google.com/books?hl=en&lr=&id=vwOE7iiiiQcC&oi=fnd&pg=PR9&dq=A+Grammar+of+Anong&ots=ktAjp-oO0c&sig=HWjUT4i25yB4DpjDz0HIa86Tp5U,1,33,NA
Nung,single,nung1282,NA,NA,mushroom,noun,1,mushroomcombo,mushroom,wordnet,positive,"kun Liu, G., Li, F., Thurgood, E., & Thurgood, G. (Eds.). (2009). A grammar of Anong: Language death under intense contact (Vol. 5). Brill.",https://books.google.com/books?hl=en&lr=&id=vwOE7iiiiQcC&oi=fnd&pg=PR9&dq=A+Grammar+of+Anong&ots=ktAjp-oO0c&sig=HWjUT4i25yB4DpjDz0HIa86Tp5U,1,33,NA
Aymara,group,NA,langname_contains,Aymara,potato,noun,1,potatocombo,"potato, murphy, spud, tater",wordnet,positive,"La Barre, W. (1947). Potato taxonomy among the Aymara Indians of Bolivia. Acta Americana, 5(1-2), 83-103.",https://www.yumpu.com/en/document/read/11423816/potato-taxonomy-among-the-aymara-indians-of-bolivia,1,100,"Quoted in Heider, K. G. (1969). Sweet Potato Notes and Lexical Queries, or The Problem of All Those Names for Sweet Potatoes in the New Guinea Highlands. Berkeley: Kroeber Anthropological Society Papers, 41, 78-86."
Kuanua,single,kuan1248,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Lanyon-Orgill, Peter A. (1960). A Dictionary of the Raluana Language. Vancouver: The author",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Kuanua,single,kuan1248,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Lanyon-Orgill, Peter A. (1960). A Dictionary of the Raluana Language. Vancouver: The author",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Marquesan,group,NA,langname_contains,Marquesan,fish,noun,0,fishcombo,fish,wordnet,positive,"Lavondès, Henri. 1977. Les noms du poissons marquisien. Journal de la Société des Océanistes 33:79–112.",https://www.persee.fr/doc/jso_0300-953x_1978_num_34_60_2972,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Kilivila,single,kili1267,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Lawton, Ralph. 1998. Kiriwina word list: English to Kiriwina. Printout.",NA,1,NA,NA
Danish,group,NA,langname_contains,Danish,pig,noun,1,pigcombo,pig,wordnet,positive,"Levisen, C. (2013). On pigs and people: The porcine semantics of Danish interaction and cognition. Australian Journal of Linguistics, 33(3), 344-364.",https://www.tandfonline.com/doi/epdf/10.1080/07268602.2013.846455?needAccess=true&role=button,1,NA,NA
To'abaita,single,toab1237,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Lichtenberk, Frantisek. 2008. Toqabaqita Dictionary. Canberra: Pacific Linguistics.",https://openresearch-repository.anu.edu.au/bitstream/1885/146745/1/592_Lichtenberk.pdf,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Kapingamarangi,single,kapi1249,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Lieber, Michael D., and Halio H. Dikepa. 1974. Kapingamarangi Lexicon. Honolulu: University of Hawai’i Press.",http://hdl.handle.net/10125/62886,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Kwamera,single,kwam1252,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Lindstrom, Lamont. 1986. Kwamera Dictionary. Nikukua sai Nagkiariien Ninife. Canberra: Pacific Linguistics.",https://openresearch-repository.anu.edu.au/bitstream/1885/145397/1/PL-C95.pdf,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Kwamera,single,kwam1252,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Lindstrom, Lamont. 1986. Kwamera Dictionary. Nikukua sai Nagkiariien Ninife. Canberra: Pacific Linguistics.",https://openresearch-repository.anu.edu.au/bitstream/1885/145397/1/PL-C95.pdf,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Aneityum,single,anei1239,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Lynch, J. (2018). Pacific languages: An introduction. University of Hawai'i Press.",https://library.oapen.org/bitstream/handle/20.500.12657/27535/1/1002472.pdf,1,240,NA
Aneityum,single,anei1239,NA,NA,taro,noun,1,tarocombo,"taro, cocoyam, dasheen, eddo",wordnet,positive,"Lynch, J. (2018). Pacific languages: An introduction. University of Hawai'i Press.",https://library.oapen.org/bitstream/handle/20.500.12657/27535/1/1002472.pdf,1,240,NA
Aneityum,single,anei1239,NA,NA,yam,noun,1,yamcombo,yam,wordnet,positive,"Lynch, J. (2018). Pacific languages: An introduction. University of Hawai'i Press.",https://library.oapen.org/bitstream/handle/20.500.12657/27535/1/1002472.pdf,1,240,NA
English,single,stan1293,NA,NA,motor vehicle,noun,1,automobilecombo,"car, auto, automobile, motorcar",wordnet,positive,"Lynch, J. (2018). Pacific languages: An introduction. University of Hawai'i Press.",https://library.oapen.org/bitstream/handle/20.500.12657/27535/1/1002472.pdf,1,239,NA
Kwamera,single,kwam1252,NA,NA,coconut,noun,1,coconutcombo,"coconut, cocoanut",wordnet,positive,"Lynch, J. (2018). Pacific languages: An introduction. University of Hawai'i Press.",https://library.oapen.org/bitstream/handle/20.500.12657/27535/1/1002472.pdf,1,240,NA
Yidiñ,single,yidi1250,NA,NA,noise,noun,1,noisecombo,noise,wordnet,positive,"Lynch, J. (2018). Pacific languages: An introduction. University of Hawai'i Press.",https://library.oapen.org/bitstream/handle/20.500.12657/27535/1/1002472.pdf,1,240,NA
Lenakel,single,lena1238,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Lynch, John. 1977. Lenakel Dictionary. Canberra: Pacific Linguistics.",https://openresearch-repository.anu.edu.au/bitstream/1885/146596/1/PL-C55.pdf,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Lenakel,single,lena1238,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Lynch, John. 1977. Lenakel Dictionary. Canberra: Pacific Linguistics.",https://openresearch-repository.anu.edu.au/bitstream/1885/146596/1/PL-C55.pdf,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Pisaflores Tepehua,single,pisa1237,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,MacKay (unpublished data),NA,1,NA,"Quoted in o’Meara, C., Kung, S. S., & Majid, A. (2019). The challenge of olfactory ideophones: Reconsidering ineffability from the Totonac-Tepehua perspective. International Journal of American Linguistics, 85(2), 173-212."
North Saami,single,nort2671,NA,NA,ice,noun,1,icecombo,ice,wordnet,positive,"Magga, O. H. (2006). Diversity in Saami terminology for reindeer, snow, and ice. International Social Science Journal, 58(187), 25-34.",https://onlinelibrary.wiley.com/doi/full/10.1111/j.1468-2451.2006.00594.x,1,NA,NA
North Saami,single,nort2671,NA,NA,reindeer,noun,1,reindeercombo,"caribou, reindeer",wordnet,positive,"Magga, O. H. (2006). Diversity in Saami terminology for reindeer, snow, and ice. International Social Science Journal, 58(187), 25-34.",https://onlinelibrary.wiley.com/doi/full/10.1111/j.1468-2451.2006.00594.x,1,NA,NA
North Saami,single,nort2671,NA,NA,snow,noun,1,snowcombo,"snow, snowfall",wordnet,positive,"Magga, O. H. (2006). Diversity in Saami terminology for reindeer, snow, and ice. International Social Science Journal, 58(187), 25-34.",https://onlinelibrary.wiley.com/doi/full/10.1111/j.1468-2451.2006.00594.x,1,NA,NA
Amis,single,amis1246,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Bororo,single,boro1282,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Chinantec,group,NA,langname_contains,Chinantec,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Chol,single,chol1282,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Chontal,group,NA,langname_contains,Chontal,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Huastec,single,huas1242,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Huave,group,NA,langname_contains,Huave,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Ilocano,single,ilok1237,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Kavalan,single,kava1241,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Khmer,group,NA,langname_contains,Khmer,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Me'phaa,group,NA,langname_contains,Me'phaa,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
